School Name,Roll/DENI Number,Experience,Event Start,Event End,School Name Clean,Year,county,DEIS (Y/N)
cbs primary nenagh,16727O,Dream Space Academy for Primary,2021-11-18 10:00:00,18/11/2021 12:00,cbs primary nenagh,2021,Tipperary,N
st cremins ns,19350I,Dream Space Academy for Primary,2021-11-18 12:30:00,18/11/2021 14:30,st cremins ns,2021,Westmeath,N
scoil cholmcille clouna,17270A,Dream Space Academy for Primary,2021-11-23 12:30:00,23/11/2021 14:30,scoil cholmcille clouna,2021,Clare,N
st josephs mercy navan,64360Q,Dream Space Academy for Post-Primary,2021-11-30 10:00:00,30/11/2021 12:00,st josephs mercy navan,2021,Meath,N
rockboro primary school,00049L,Dream Space Academy for Primary,2021-11-30 12:30:00,30/11/2021 14:30,rockboro primary school,2021,,
saint ultans,20092T,Dream Space Academy for Primary,2021-12-06 10:00:00,06/12/2021 12:00,saint ultans,2021,Dublin,Y
st. kevins boys school,19465C,Dream Space Academy for Primary,2021-12-13 10:00:00,13/12/2021 12:00,st. kevins boys school,2021,Dublin,N
scoil phádraig,19796C,Dream Space Academy for Primary,2021-12-13 12:30:00,13/12/2021 14:30,scoil phádraig,2021,Kildare,N
carrick on shannon commmunity school,91496V,Dream Space Academy for Post-Primary,2021-12-14 12:30:00,14/12/2021 14:30,carrick on shannon commmunity school,2021,,
john the baptist cs,91502N,Dream Space Academy for Post-Primary,2021-12-15 12:30:00,15/12/2021 14:30,john the baptist cs,2021,Limerick,N
st colmans ns clara,16116I,Dream Space Academy for Primary,2021-12-16 12:30:00,16/12/2021 14:30,st colmans ns clara,2021,Kilkenny,N
st. laurences n.s.,19573F,Dream Space Academy for Primary,2021-12-17 10:00:00,17/12/2021 12:00,st. laurences n.s.,2021,Wicklow,N
st clares primary school,16651H,Dream Space Academy for Primary,2021-12-17 12:30:00,17/12/2021 14:30,st clares primary school,2021,Dublin,N
bishop galvin ns,19494J,Dream Space Academy for Primary,2022-10-06 09:30:00,06/10/2022 12:30,bishop galvin ns,2022,Dublin,N
st. margarets national school,18038B,Dream Space Academy for Primary,2022-11-21 09:30:00,21/11/2022 12:30,st. margarets national school,2022,Dublin,N
rathdown juniorschool,0005X,Dream Space Academy for Primary,2022-11-22 09:30:00,22/11/2022 12:30,rathdown juniorschool,2022,,
coláiste dun iascaigh,76063D,Dream Space Academy for Post-Primary,2022-11-24 13:30:00,24/11/2022 16:30,coláiste dun iascaigh,2022,Tipperary,N
ravenswell primary school,07246U,Dream Space Academy for Primary,2022-11-25 09:30:00,25/11/2022 12:30,ravenswell primary school,2022,Wicklow,Y
carrick on shannon community school,91496V,Dream Space Academy for Post-Primary,2022-11-28 13:30:00,28/11/2022 16:30,carrick on shannon community school,2022,,
st joseph’s patrician college,62960H,Dream Space Academy for Post-Primary,2022-11-29 09:30:00,29/11/2022 12:30,st joseph’s patrician college,2022,,
st mary’s college,61730I,Dream Space Academy for Post-Primary,2022-11-30 13:30:00,30/11/2022 16:30,st mary’s college,2022,Kildare,N
aj school,76611WW,Dream Space Academy for Primary,2022-12-07 09:30:00,07/12/2022 12:30,aj school,2022,,
harold boys n.s.,15132B,Dream Space Academy for Primary,2022-12-08 09:30:00,08/12/2022 12:30,harold boys n.s.,2022,Dublin,N
loreto primary school,00729F,Dream Space Academy for Primary,2023-01-09 09:30:00,09/01/2023 12:30,loreto primary school,2023,Dublin,N
mount sackville secondary school,60120W,Dream Space Academy for Post-Primary,2023-01-09 13:30:00,09/01/2023 16:30,mount sackville secondary school,2023,Dublin,N
central model senior school,00752A,Dream Space Academy for Primary,2023-01-10 09:30:00,10/01/2023 12:30,central model senior school,2023,Dublin,Y
taney parish primary schoom,15284B,Dream Space Academy for Primary,2023-01-11 09:30:00,11/01/2023 12:30,taney parish primary schoom,2023,Dublin,N
deansrath community college,70040H,Dream Space Academy for Post-Primary,2023-01-11 13:30:00,11/01/2023 16:30,deansrath community college,2023,Dublin,Y
lusk community college,76213T,Dream Space Academy for Post-Primary,2023-01-13 09:30:00,13/01/2023 12:30,lusk community college,2023,Dublin,N
st colmcilles sns,19742C,Dream Space Academy for Primary,2023-01-17 09:30:00,17/01/2023 12:30,st colmcilles sns,2023,Dublin,N
de la salle college dundalk,63891T,Dream Space Academy for Post-Primary,2023-01-26 09:30:00,26/01/2023 12:30,de la salle college dundalk,2023,,
colaiste chiarain,71840V,Dream Space Academy for Post-Primary,2023-01-26 13:30:00,26/01/2023 16:30,colaiste chiarain,2023,Limerick,Y
clonkeen college,60092U,Dream Space Academy for Post-Primary,2023-01-27 09:30:00,27/01/2023 12:30,clonkeen college,2023,Dublin,N
st. john’s senior school,20011Q,Dream Space Academy for Primary,2023-02-09 09:30:00,09/02/2023 12:30,st. john’s senior school,2023,Kilkenny,Y
beech hill college,72210Q,Dream Space Academy for Post-Primary,2023-02-20 13:30:00,20/02/2023 16:30,beech hill college,2023,Monaghan,Y
malahide community school,91325R,Dream Space Academy for Post-Primary,2023-02-21 09:30:00,21/02/2023 12:30,malahide community school,2023,Dublin,N
gaelcholáiste na mara,76106S,Dream Space Academy for Post-Primary,2023-02-23 09:30:00,23/02/2023 12:30,gaelcholáiste na mara,2023,Wicklow,N
st.patrick’s comprehensive,81007U,Dream Space Academy for Post-Primary,2023-02-28 13:30:00,28/02/2023 16:30,st.patrick’s comprehensive,2023,Clare,N
tallaght community school,91335U,Dream Space Academy for Post-Primary,2023-03-06 13:30:00,06/03/2023 16:30,tallaght community school,2023,Dublin,Y
glenart college,70740M,Dream Space Academy for Post-Primary,2023-03-08 13:30:00,08/03/2023 16:30,glenart college,2023,Wicklow,Y
colaiste mhuire cabra,60450U,Dream Space Academy for Post-Primary,2023-03-09 13:30:00,09/03/2023 16:30,colaiste mhuire cabra,2023,Dublin,Y
scoil mhichíl naofa,18288B,Dream Space Academy for Primary,2023-03-10 09:30:00,10/03/2023 12:30,scoil mhichíl naofa,2023,Kildare,Y
our lady of mercy ns,09161W,Dream Space Academy for Primary,2023-03-14 09:30:00,14/03/2023 12:30,our lady of mercy ns,2023,Cork,N
largy college,72171J,Dream Space Academy for Post-Primary,2023-03-23 09:30:00,23/03/2023 12:30,largy college,2023,Monaghan,Y
carrigallen vocational school,71540J,Dream Space Academy for Post-Primary,2023-03-23 13:30:00,23/03/2023 16:30,carrigallen vocational school,2023,Leitrim,N
ballinteer community school,91305L,Dream Space Academy for Post-Primary,2023-03-24 09:30:00,24/03/2023 12:30,ballinteer community school,2023,Dublin,Y
killinarden community school,91337B,Dream Space Academy for Post-Primary,2023-03-24 13:30:00,24/03/2023 16:30,killinarden community school,2023,Dublin,Y
assumption secondary school,60851P,Dream Space Academy for Post-Primary,2023-03-27 13:30:00,27/03/2023 16:30,assumption secondary school,2023,Dublin,Y
st nathys college,68067P,Dream Space Academy for Post-Primary,2023-03-28 13:30:00,28/03/2023 16:30,st nathys college,2023,Roscommon,Y
athboy community school,91517D,Dream Space Academy for Post-Primary,2023-03-29 09:30:00,29/03/2023 12:30,athboy community school,2023,Meath,N
bailieborough community school,91351S,Dream Space Academy for Post-Primary,2023-03-31 13:30:00,31/03/2023 16:30,bailieborough community school,2023,Cavan,N
scoil bhríde buachaillí,18046A,Dream Space Academy for Primary,2023-04-17 09:30:00,17/04/2023 12:30,scoil bhríde buachaillí,2023,Dublin,N
presentation secondary school listowel,61380H,Dream Space Academy for Post-Primary,2023-04-17 13:30:00,17/04/2023 16:30,presentation secondary school listowel,2023,Kerry,N
edmondstown national school,17953F,Dream Space Academy for Primary,2023-04-18 09:30:00,18/04/2023 12:30,edmondstown national school,2023,Dublin,N
colaiste bride presentation secondary school,60122D,Dream Space Academy for Post-Primary,2023-04-18 13:30:00,18/04/2023 16:30,colaiste bride presentation secondary school,2023,Dublin,N
rush national school,19660A,Dream Space Academy for Primary,2023-04-19 09:30:00,19/04/2023 12:30,rush national school,2023,Dublin,N
pobalscoil neasain,91342R,Dream Space Academy for Post-Primary,2023-04-19 13:30:00,19/04/2023 16:30,pobalscoil neasain,2023,Dublin,N
gaelscoil an mhuilinn,20002P,Dream Space Academy for Primary,2023-04-20 09:30:00,20/04/2023 12:30,gaelscoil an mhuilinn,2023,Westmeath,N
gaelcholáiste phort láirge,68078U,Dream Space Academy for Post-Primary,2023-04-20 13:30:00,20/04/2023 16:30,gaelcholáiste phort láirge,2023,Waterford,N
killeshin ns,17617M,Dream Space Academy for Primary,2023-04-24 09:30:00,24/04/2023 12:30,killeshin ns,2023,Laois,N
st. felims n.s.,17326B,Dream Space Academy for Primary,2023-04-25 09:30:00,25/04/2023 12:30,st. felims n.s.,2023,Cavan,Y
loreto secondary school,61580P,Dream Space Academy for Post-Primary,2023-04-25 13:30:00,25/04/2023 16:30,loreto secondary school,2023,,
franciscan college,64420I,Dream Space Academy for Post-Primary,2023-04-26 13:30:00,26/04/2023 16:30,franciscan college,2023,Meath,N
comeragh college,72400V,Dream Space Academy for Post-Primary,2023-04-27 13:30:00,27/04/2023 16:30,comeragh college,2023,Tipperary,Y
scoil áine,19221U,Dream Space Academy for Primary,2023-04-28 09:30:00,28/04/2023 12:30,scoil áine,2023,Dublin,N
holy child school killiney,60250M,Dream Space Academy for Post-Primary,2023-04-28 13:30:00,28/04/2023 16:30,holy child school killiney,2023,Dublin,N
rush national school,19670A,Dream Space Academy for Primary,2023-05-02 09:30:00,02/05/2023 12:30,rush national school,2023,,
de la salle college,60310E,Dream Space Academy for Post-Primary,2023-05-02 13:30:00,02/05/2023 16:30,de la salle college,2023,Dublin,N
eriu community college,76574F,Dream Space Academy for Post-Primary,2023-05-03 09:30:00,03/05/2023 12:30,eriu community college,2023,Dublin,N
grange community college,70020B,Dream Space Academy for Post-Primary,2023-05-04 09:30:00,04/05/2023 12:30,grange community college,2023,Dublin,Y
gaelcholaiste reachrann,76085N,Dream Space Academy for Post-Primary,2023-05-04 13:30:00,04/05/2023 16:30,gaelcholaiste reachrann,2023,Dublin,N
loreto abbey dalkey,60130C,Dream Space Academy for Post-Primary,2023-05-05 09:30:00,05/05/2023 12:30,loreto abbey dalkey,2023,Dublin,N
our lady’s school terenure,60860Q,Dream Space Academy for Post-Primary,2023-05-08 09:30:00,08/05/2023 12:30,our lady’s school terenure,2023,Dublin,N
colaiste pobail setanta,76098W,Dream Space Academy for Post-Primary,2023-05-09 09:30:00,09/05/2023 12:30,colaiste pobail setanta,2023,Dublin,N
drumshanbo vocational school,71570S,Dream Space Academy for Post-Primary,2023-05-09 13:30:00,09/05/2023 16:30,drumshanbo vocational school,2023,Leitrim,N
st raphaelas secondary school,60361V,Dream Space Academy for Post-Primary,2023-05-11 09:30:00,11/05/2023 12:30,st raphaelas secondary school,2023,Dublin,N
st kilians deutsche schule,60630W,Dream Space Academy for Post-Primary,2023-05-15 13:30:00,15/05/2023 16:30,st kilians deutsche schule,2023,Dublin,N
templemichael college,71730O,Dream Space Academy for Post-Primary,2023-05-17 13:30:00,17/05/2023 16:30,templemichael college,2023,Longford,Y
bremoreetss,68262N,Dream Space Academy for Post-Primary,2023-05-19 13:30:00,19/05/2023 16:30,bremoreetss,2023,Dublin,N
sn muire rampark,18101F,Dream Space Academy for Primary,2023-05-23 09:30:00,23/05/2023 12:30,sn muire rampark,2023,Louth,N
saint ultans,20092T,Dream Space Academy for Primary,2023-05-25 09:30:00,25/05/2023 12:30,saint ultans,2023,Dublin,Y
st colmans,20353V,Dream Space Academy for Primary,2023-05-30 13:30:00,30/05/2023 16:30,st colmans,2023,Laois,N
duleek gns,17840P,Dream Space Academy for Primary,2023-05-31 13:30:00,31/05/2023 16:30,duleek gns,2023,Meath,Y
scoil mhuire girls’ ns,13447Q,Dream Space Academy for Primary,2023-06-07 09:30:00,07/06/2023 12:30,scoil mhuire girls’ ns,2023,Dublin,N
greenlanes ns,17730I,Dream Space Academy for Primary,2023-06-08 09:30:00,08/06/2023 12:30,greenlanes ns,2023,Dublin,N
holy spirit senior primary school,20464H,Dream Space Academy for Primary,2023-06-08 13:30:00,08/06/2023 16:30,holy spirit senior primary school,2023,Dublin,Y
tyrrelstown educate together national school,20201V,Dream Space Academy for Primary,2023-06-09 09:30:00,09/06/2023 12:30,tyrrelstown educate together national school,2023,Dublin,N
ballinteer etns,20400E,Dream Space Academy for Primary,2023-06-19 13:30:00,19/06/2023 16:30,ballinteer etns,2023,Dublin,N
harolds cross ns,19924I,Dream Space Academy for Primary,2023-06-20 09:30:00,20/06/2023 12:30,harolds cross ns,2023,Dublin,Y
knocktemple ns,17625L,Dream Space Academy for Primary,2023-06-20 13:30:00,20/06/2023 16:30,knocktemple ns,2023,Cavan,N
loreto ps dalkey,19066L,Dream Space Academy for Primary,2023-06-21 09:30:00,21/06/2023 12:30,loreto ps dalkey,2023,Dublin,N
st daigh’s ns,19251G,Dream Space Academy for Primary,2023-06-22 09:30:00,22/06/2023 12:30,st daigh’s ns,2023,Monaghan,N
st. mary’s & st. gerard’s n.s.,17223O,Dream Space Academy for Primary,2023-06-22 13:30:00,22/06/2023 16:30,st. mary’s & st. gerard’s n.s.,2023,Wicklow,N
gaelscoil naomh pádraig,19940G,Dream Space Academy for Primary,2023-06-23 09:30:00,23/06/2023 12:30,gaelscoil naomh pádraig,2023,Dublin,N
loreto high school beaufort,60340N0,Dream Space Academy for Post-Primary,2024-09-03 09:30:00,03/09/2024 12:30,loreto high school beaufort,2024,,
coláiste choilm (the christian brothers),60383I,Dream Space Academy for Post-Primary,2024-09-05 09:30:00,05/09/2024 12:30,coláiste choilm (the christian brothers),2024,Dublin,N
castleknock community college,76062B,Dream Space Academy for Post-Primary,2024-09-05 13:30:00,05/09/2024 16:30,castleknock community college,2024,Dublin,N
our lady of good counsel,19320W,Dream Space Academy for Primary,2024-09-09 10:00:00,09/09/2024 13:00,our lady of good counsel,2024,Dublin,N
griffeen valley educate together ns,20166W,Dream Space Academy for Primary,2024-09-10 10:00:00,10/09/2024 13:00,griffeen valley educate together ns,2024,Dublin,N
st. fintans high school,60370W,Dream Space Academy for Post-Primary,2024-09-11 09:30:00,11/09/2024 12:30,st. fintans high school,2024,Dublin,N
roslyn college nln,40430C,Dream Space Academy for Post-Primary,2024-09-11 13:30:00,11/09/2024 16:30,roslyn college nln,2024,,
carrick on shannon community school,91496V,Dream Space Academy for Post-Primary,2024-09-11 13:30:00,11/09/2024 16:30,carrick on shannon community school,2024,,
rathdown junior school,00005X,Dream Space Academy for Primary,2024-09-12 10:00:00,12/09/2024 13:00,rathdown junior school,2024,,
lucan community college,70080T,Dream Space Academy for Post-Primary,2024-09-13 09:30:00,13/09/2024 12:30,lucan community college,2024,Dublin,N
colaiste chraobh abhann,76076M,Dream Space Academy for Post-Primary,2024-09-13 13:30:00,13/09/2024 16:30,colaiste chraobh abhann,2024,Wicklow,N
ardgillan college,76129H,Dream Space Academy for Post-Primary,2024-10-14 09:30:00,14/10/2024 12:30,ardgillan college,2024,Dublin,N
presentation community college,76092K,Dream Space Academy for Post-Primary,2024-10-14 13:30:00,14/10/2024 16:30,presentation community college,2024,Dublin,N
stanhope secondary school,60843Q,Dream Space Academy for Post-Primary,2024-10-15 09:30:00,15/10/2024 12:30,stanhope secondary school,2024,Dublin,Y
lusk community college,76213T,Dream Space Academy for Post-Primary,2024-10-15 13:30:00,15/10/2024 16:30,lusk community college,2024,Dublin,N
goatstown etss,68366C,Dream Space Academy for Post-Primary,2024-10-16 09:30:00,16/10/2024 12:30,goatstown etss,2024,Dublin,N
ardscoil na tríonóide,68077S,Dream Space Academy for Post-Primary,2024-10-16 13:30:00,16/10/2024 16:30,ardscoil na tríonóide,2024,Kildare,N
coolmine community school,91315O,Dream Space Academy for Post-Primary,2024-10-17 09:30:00,17/10/2024 12:30,coolmine community school,2024,Dublin,N
colaiste dun iascaigh,76063D,Dream Space Academy for Post-Primary,2024-10-17 13:30:00,17/10/2024 16:30,colaiste dun iascaigh,2024,Tipperary,N
salesian college,61661P,Dream Space Academy for Post-Primary,2024-10-18 09:30:00,18/10/2024 12:30,salesian college,2024,Kildare,N
mungret community college,76476F,Dream Space Academy for Post-Primary,2024-10-18 13:30:00,18/10/2024 16:30,mungret community college,2024,Limerick,N
st malachy’s gns,15259C,Dream Space Academy for Primary,2024-10-24 10:00:00,24/10/2024 13:00,st malachy’s gns,2024,Louth,N
loreto grange road,00729F,Dream Space Academy for Primary,2024-10-25 10:00:00,25/10/2024 13:00,loreto grange road,2024,Dublin,N
scoil thomais,19769W,Dream Space Academy for Primary,2024-11-27 10:00:00,27/11/2024 13:00,scoil thomais,2024,Dublin,N
st peters college,63650U,Dream Space Academy for Post-Primary,2024-12-02 09:30:00,02/12/2024 12:30,st peters college,2024,Wexford,N
stratford college,61020A,Dream Space Academy for Post-Primary,2024-12-02 13:30:00,02/12/2024 16:30,stratford college,2024,Dublin,N
harcourt terrace etns,20501K,Dream Space Academy for Primary,2024-12-11 10:00:00,11/12/2024 13:00,harcourt terrace etns,2024,Dublin,N
colaiste mhuire,63270K,Dream Space Academy for Post-Primary,2024-12-12 09:30:00,12/12/2024 12:30,colaiste mhuire,2024,Westmeath,N
colaiste mhuire,63270K,Dream Space Academy for Post-Primary,2024-12-12 09:30:00,12/12/2024 12:30,colaiste mhuire,2024,Westmeath,N
gorey community school,91492N,Dream Space Academy for Post-Primary,2024-12-12 13:30:00,12/12/2024 16:30,gorey community school,2024,Wexford,N
coláiste dun iascaigh,76063F,Dream Space Academy for Post-Primary,2024-12-12 13:30:00,12/12/2024 16:30,coláiste dun iascaigh,2024,,
st helens sns,19762I,Dream Space Academy for Primary,2024-12-13 10:00:00,13/12/2024 13:00,st helens sns,2024,Dublin,N
canal way educate together,20430N,Dream Space Academy for Primary,2024-12-13 10:00:00,13/12/2024 13:00,canal way educate together,2024,Dublin,N
st patricks classical school,64350N,Dream Space Academy for Post-Primary,2024-12-16 09:30:00,16/12/2024 12:30,st patricks classical school,2024,Meath,N
colaiste pobail setanta,76098W,Dream Space Academy for Post-Primary,2024-12-16 13:30:00,16/12/2024 16:30,colaiste pobail setanta,2024,Dublin,N
donabate community college,76104O,Dream Space Academy for Post-Primary,2024-12-17 09:30:00,17/12/2024 12:30,donabate community college,2024,Dublin,N
bridgetown college,71610E,Dream Space Academy for Post-Primary,2024-12-17 13:30:00,17/12/2024 16:30,bridgetown college,2024,Wexford,Y
scoil chormaic cns (ddletb),20269J,Dream Space Academy for Primary,2024-12-18 10:00:00,18/12/2024 13:00,scoil chormaic cns (ddletb),2024,Dublin,N
lucan east educate together,20303G,Dream Space Academy for Primary,2024-12-19 10:00:00,19/12/2024 13:00,lucan east educate together,2024,Dublin,Y
st francis xavier senior school,19470S,Dream Space Academy for Primary,2025-01-08 10:00:00,08/01/2025 13:00,st francis xavier senior school,2025,Dublin,N
ardscoil la salle,60291D,Dream Space Academy for Post-Primary,2025-01-09 09:30:00,09/01/2025 12:30,ardscoil la salle,2025,Dublin,Y
kilrush community school,91448K,Dream Space Academy for Post-Primary,2025-01-09 13:30:00,09/01/2025 16:30,kilrush community school,2025,Clare,Y
st andrews college junior school,00004X,Dream Space Academy for Primary,2025-01-10 10:00:00,10/01/2025 13:00,st andrews college junior school,2025,,
bray school project ns,19754J,Dream Space Academy for Primary,2025-01-14 10:00:00,14/01/2025 13:00,bray school project ns,2025,Wicklow,N
scoil barra naofa,17323S,Dream Space Academy for Primary,2025-01-15 10:00:00,15/01/2025 13:00,scoil barra naofa,2025,Cork,N
fingal community college,70121H,Dream Space Academy for Post-Primary,2025-01-16 09:30:00,16/01/2025 12:30,fingal community college,2025,Dublin,N
rathdown school,60090Q,Dream Space Academy for Post-Primary,2025-01-16 13:30:00,16/01/2025 16:30,rathdown school,2025,Dublin,N
dominican college wicklow,61860V,Dream Space Academy for Post-Primary,2025-01-17 09:30:00,17/01/2025 12:30,dominican college wicklow,2025,,
gonzaga college sj,60530S,Dream Space Academy for Post-Primary,2025-01-17 13:30:00,17/01/2025 16:30,gonzaga college sj,2025,Dublin,N
adamstown community college,76097U,Dream Space Academy for Post-Primary,2025-01-20 09:30:00,20/01/2025 12:30,adamstown community college,2025,Dublin,N
mount seskin cc,70141N,Dream Space Academy for Post-Primary,2025-01-20 13:30:00,20/01/2025 16:30,mount seskin cc,2025,Dublin,Y
colaiste mhuire johnstown,70600T,Dream Space Academy for Post-Primary,2025-01-21 09:30:00,21/01/2025 12:30,colaiste mhuire johnstown,2025,,
largy college,72171J,Dream Space Academy for Post-Primary,2025-01-21 13:30:00,21/01/2025 16:30,largy college,2025,Monaghan,Y
loreto college junior school,PJS009,Dream Space Academy for Primary,2025-01-23 10:00:00,23/01/2025 13:00,loreto college junior school,2025,,
harolds cross ns,19924I,Dream Space Academy for Primary,2025-01-24 10:00:00,24/01/2025 13:00,harolds cross ns,2025,Dublin,Y
virginia college,70390L,Dream Space Academy for Post-Primary,2025-02-04 09:30:00,04/02/2025 12:30,virginia college,2025,Cavan,N
st.patrick’s comprehensive,81007U,Dream Space Academy for Post-Primary,2025-02-04 13:30:00,04/02/2025 16:30,st.patrick’s comprehensive,2025,Clare,N
colaiste bride presentation secondary school,60122D,Dream Space Academy for Post-Primary,2025-02-05 09:30:00,05/02/2025 12:30,colaiste bride presentation secondary school,2025,Dublin,N
scoil bhríde,20114D,Dream Space Academy for Primary,2025-02-06 10:00:00,06/02/2025 13:00,scoil bhríde,2025,Kildare,N
scoil bhríde,20114D,Dream Space Academy for Primary,2025-02-06 10:00:00,06/02/2025 13:00,scoil bhríde,2025,Kildare,N
scoil bhríde,20114D,Dream Space Academy for Primary,2025-02-06 10:00:00,06/02/2025 13:00,scoil bhríde,2025,Kildare,N
scoil bhríde,20114D,Dream Space Academy for Primary,2025-02-06 10:00:00,06/02/2025 13:00,scoil bhríde,2025,Kildare,N
scoil bhríde,20114D,Dream Space Academy for Primary,2025-02-06 10:00:00,06/02/2025 13:00,scoil bhríde,2025,Kildare,N
ramsgrange community school,91431Q,Dream Space Academy for Post-Primary,2025-02-10 09:30:00,10/02/2025 12:30,ramsgrange community school,2025,Wexford,Y
luttrellstown community collete,76130P,Dream Space Academy for Post-Primary,2025-02-10 13:30:00,10/02/2025 16:30,luttrellstown community collete,2025,Dublin,N
st john’s senior school,20011Q,Dream Space Academy for Primary,2025-02-12 10:00:00,12/02/2025 13:00,st john’s senior school,2025,Kilkenny,Y
scoil treasa firhouse,19565G,Dream Space Academy for Primary,2025-02-24 10:00:00,24/02/2025 13:00,scoil treasa firhouse,2025,Dublin,N
crossabeg ns,17017L,Dream Space Academy for Primary,2025-02-25 10:00:00,25/02/2025 13:00,crossabeg ns,2025,Wexford,N
st marys cbs enniscorthy,63560T,Dream Space Academy for Post-Primary,2025-02-26 09:30:00,26/02/2025 12:30,st marys cbs enniscorthy,2025,,
coláiste naomh cormac,72520I,Dream Space Academy for Post-Primary,2025-02-26 13:30:00,26/02/2025 16:30,coláiste naomh cormac,2025,Offaly,N
ellenfield community college,70321P,Dream Space Academy for Post-Primary,2025-02-27 09:30:00,27/02/2025 12:30,ellenfield community college,2025,Dublin,Y
st fergals college,71520D,Dream Space Academy for Post-Primary,2025-02-27 13:30:00,27/02/2025 16:30,st fergals college,2025,Laois,N
pobalscoil neasáin,91342R,Dream Space Academy for Post-Primary,2025-02-28 09:30:00,28/02/2025 12:30,pobalscoil neasáin,2025,Dublin,N
kinsale community school,91499E,Dream Space Academy for Post-Primary,2025-02-28 13:30:00,28/02/2025 16:30,kinsale community school,2025,Cork,N
scoil mhuire,65280A,Dream Space Academy for Post-Primary,2025-03-06 09:30:00,06/03/2025 12:30,scoil mhuire,2025,,
scoil mhuire,65280A,Dream Space Academy for Post-Primary,2025-03-06 09:30:00,06/03/2025 12:30,scoil mhuire,2025,,
scoil mhuire,65280A,Dream Space Academy for Post-Primary,2025-03-06 09:30:00,06/03/2025 12:30,scoil mhuire,2025,,
scoil mhuire,65280A,Dream Space Academy for Post-Primary,2025-03-06 09:30:00,06/03/2025 12:30,scoil mhuire,2025,,
scoil mhuire,65280A,Dream Space Academy for Post-Primary,2025-03-06 09:30:00,06/03/2025 12:30,scoil mhuire,2025,,
scoil mhuire,65280A,Dream Space Academy for Post-Primary,2025-03-06 09:30:00,06/03/2025 12:30,scoil mhuire,2025,,
scoil mhuire,65280A,Dream Space Academy for Post-Primary,2025-03-06 09:30:00,06/03/2025 12:30,scoil mhuire,2025,,
scoil mhuire,65280A,Dream Space Academy for Post-Primary,2025-03-06 09:30:00,06/03/2025 12:30,scoil mhuire,2025,,
scoil mhuire,65280A,Dream Space Academy for Post-Primary,2025-03-06 09:30:00,06/03/2025 12:30,scoil mhuire,2025,,
scoil mhuire,65280A,Dream Space Academy for Post-Primary,2025-03-06 09:30:00,06/03/2025 12:30,scoil mhuire,2025,,
scoil mhuire,65280A,Dream Space Academy for Post-Primary,2025-03-06 09:30:00,06/03/2025 12:30,scoil mhuire,2025,,
scoil mhuire,65280A,Dream Space Academy for Post-Primary,2025-03-06 09:30:00,06/03/2025 12:30,scoil mhuire,2025,,
scoil mhuire,65280A,Dream Space Academy for Post-Primary,2025-03-06 09:30:00,06/03/2025 12:30,scoil mhuire,2025,,
scoil mhuire,65280A,Dream Space Academy for Post-Primary,2025-03-06 09:30:00,06/03/2025 12:30,scoil mhuire,2025,,
scoil mhuire,65280A,Dream Space Academy for Post-Primary,2025-03-06 09:30:00,06/03/2025 12:30,scoil mhuire,2025,,
scoil mhuire,65280A,Dream Space Academy for Post-Primary,2025-03-06 09:30:00,06/03/2025 12:30,scoil mhuire,2025,,
scoil mhuire,65280A,Dream Space Academy for Post-Primary,2025-03-06 09:30:00,06/03/2025 12:30,scoil mhuire,2025,,
scoil mhuire,65280A,Dream Space Academy for Post-Primary,2025-03-06 09:30:00,06/03/2025 12:30,scoil mhuire,2025,,
scoil mhuire,65280A,Dream Space Academy for Post-Primary,2025-03-06 09:30:00,06/03/2025 12:30,scoil mhuire,2025,,
scoil mhuire,65280A,Dream Space Academy for Post-Primary,2025-03-06 09:30:00,06/03/2025 12:30,scoil mhuire,2025,,
scoil mhuire,65280A,Dream Space Academy for Post-Primary,2025-03-06 09:30:00,06/03/2025 12:30,scoil mhuire,2025,,
scoil mhuire,65280A,Dream Space Academy for Post-Primary,2025-03-06 09:30:00,06/03/2025 12:30,scoil mhuire,2025,,
scoil mhuire,65280A,Dream Space Academy for Post-Primary,2025-03-06 09:30:00,06/03/2025 12:30,scoil mhuire,2025,,
scoil mhuire,65280A,Dream Space Academy for Post-Primary,2025-03-06 09:30:00,06/03/2025 12:30,scoil mhuire,2025,,
scoil mhuire,65280A,Dream Space Academy for Post-Primary,2025-03-06 09:30:00,06/03/2025 12:30,scoil mhuire,2025,,
scoil mhuire,65280A,Dream Space Academy for Post-Primary,2025-03-06 09:30:00,06/03/2025 12:30,scoil mhuire,2025,,
scoil mhuire,65280A,Dream Space Academy for Post-Primary,2025-03-06 09:30:00,06/03/2025 12:30,scoil mhuire,2025,,
scoil mhuire,65280A,Dream Space Academy for Post-Primary,2025-03-06 09:30:00,06/03/2025 12:30,scoil mhuire,2025,,
scoil mhuire,65280A,Dream Space Academy for Post-Primary,2025-03-06 09:30:00,06/03/2025 12:30,scoil mhuire,2025,,
scoil mhuire,65280A,Dream Space Academy for Post-Primary,2025-03-06 09:30:00,06/03/2025 12:30,scoil mhuire,2025,,
scoil mhuire,65280A,Dream Space Academy for Post-Primary,2025-03-06 09:30:00,06/03/2025 12:30,scoil mhuire,2025,,
scoil mhuire,65280A,Dream Space Academy for Post-Primary,2025-03-06 09:30:00,06/03/2025 12:30,scoil mhuire,2025,,
scoil mhuire,65280A,Dream Space Academy for Post-Primary,2025-03-06 09:30:00,06/03/2025 12:30,scoil mhuire,2025,,
